ip_proto,port_src,port_dst,size_pkt1,size_pkt2,size_pkt3,size_pkt4,size_pkt5,size_pkt6,size_pkt7,tot_size,Elephant
17,7000,7001,108,190,190,190,190,190,74,114170,1
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,865898,1
17,7000,7001,102,102,102,102,102,102,102,288617,1
17,7001,7000,134,107,110,107,1486,1486,1486,887002,1
17,7000,7001,108,178,190,108,107,107,107,65586,0
17,7001,7000,86,86,107,86,107,86,107,58481,0
17,7000,7001,74,107,190,190,190,190,190,113863,1
17,7000,7001,108,74,107,190,190,190,190,113781,1
17,7001,7000,86,107,86,107,86,107,86,58603,0
17,7001,7000,86,357,510,107,86,107,86,59963,0
17,7000,7001,108,1486,1486,150,286,178,108,71158,0
17,7000,7001,74,107,1486,1486,1486,1486,94,586749,1
17,7000,7001,190,190,190,190,190,190,190,113979,1
17,7001,7000,86,107,107,86,107,86,107,62378,0
17,7000,7001,190,190,190,190,190,190,190,114092,1
17,7001,7000,86,107,107,86,107,86,107,60070,0
17,7001,7000,74,107,107,86,107,102,108,64923,0
17,7001,7000,1486,107,1486,1486,1486,1486,1486,867528,1
17,7001,7000,134,107,110,107,1486,1486,1486,884984,1
17,7000,7001,108,190,190,190,190,190,190,113425,1
17,7001,7000,86,510,107,86,107,86,107,59820,0
17,7001,7000,134,107,110,107,1486,1486,1486,836490,1
17,7000,7001,78,190,190,190,190,190,190,113561,1
17,7000,7001,190,190,190,190,190,74,107,113955,1
17,7000,7001,286,108,107,107,107,178,178,564153,1
17,7000,7001,190,190,190,190,190,190,74,113872,1
17,7000,7001,108,190,286,178,108,107,107,89094,0
17,7000,7001,108,190,190,190,190,190,190,113600,1
17,7000,7001,190,190,190,190,190,190,190,113682,1
17,7000,7001,102,102,102,102,102,102,102,439672,1
17,7000,7001,190,190,190,190,190,190,190,113682,1
17,7001,7000,86,365,510,107,107,102,108,64166,0
17,7001,7000,86,341,510,107,86,107,86,62023,0
17,7000,7001,108,190,190,190,190,190,190,113211,1
17,7001,7000,86,365,510,107,86,107,102,395387,1
17,7000,7001,108,190,190,190,190,190,74,113410,1
17,7000,7001,190,190,190,190,190,190,190,113492,1
17,7001,7000,86,107,107,86,107,86,107,59037,0
17,7000,7001,108,190,190,190,190,190,74,112930,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,875281,1
17,7001,7000,86,107,86,107,86,107,86,807251,1
17,7000,7001,94,107,190,1486,1486,1261,190,856233,1
17,7001,7000,86,107,107,86,107,86,107,59470,0
17,7000,7001,190,190,190,190,190,190,74,113302,1
17,7001,7000,126,107,1486,1486,1486,1486,1486,725380,1
17,7000,7001,108,74,107,190,190,190,190,113137,1
17,49162,7000,78,78,78,78,78,78,78,46722,0
17,7000,49162,126,354,246,246,246,246,246,147342,1
17,7000,7002,342,342,107,107,86,86,107,93331,0
17,7000,7001,108,190,190,190,190,190,190,113220,1
17,7002,7000,86,86,102,102,86,86,102,56522,0
17,7000,7001,108,190,74,107,190,190,190,113030,1
17,7000,7001,108,190,190,190,190,190,190,113146,1
17,7001,7000,86,107,102,108,108,108,108,62865,0
17,7000,7001,108,190,1486,1486,1486,1486,1486,884624,1
17,7001,7000,102,108,108,108,108,110,107,71124,0
17,7001,7000,1486,107,1486,1486,1486,1486,1486,867130,1
17,7000,7001,108,70,107,1486,1486,1486,1486,668883,1
17,7000,7001,86,74,107,190,94,107,1486,657328,1
17,7001,7000,134,107,110,107,1486,1486,1486,737079,1
17,7001,7000,1486,107,1486,1486,1486,1486,1486,867142,1
17,7000,7001,190,190,190,190,190,190,74,113112,1
17,7000,7001,108,74,107,190,190,190,190,112641,1
17,7001,7000,126,107,102,107,126,107,126,814235,1
17,7001,7000,107,107,107,86,107,86,107,858426,1
17,7000,7001,108,108,107,107,107,107,107,65135,0
17,7001,7000,90,107,102,108,108,109,109,410108,1
17,7000,7001,286,178,108,107,107,107,107,64807,0
17,7000,7001,108,190,190,190,74,107,190,112840,1
17,7000,7001,190,190,190,190,190,74,107,112922,1
17,7000,7002,86,86,107,107,342,342,107,92391,0
17,7000,7001,108,190,190,190,190,190,190,112757,1
17,7001,7000,86,107,510,107,86,107,86,58169,0
17,7000,7001,286,190,286,178,178,286,178,132639,1
17,7000,7001,108,190,190,190,190,190,190,112650,1
17,7000,7001,190,190,190,190,190,190,190,75286,0
17,7001,7000,86,365,510,107,102,108,108,648987,1
17,7001,7000,86,107,86,107,146,107,86,358055,1
17,7001,7000,86,107,510,107,86,107,86,58929,0
17,7000,7001,286,108,107,107,107,107,107,73160,0
17,7001,7000,102,107,108,108,108,108,110,69980,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,866842,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,866842,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,866842,1
17,7001,7000,86,107,86,107,102,108,108,499007,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,866842,1
17,7000,7001,190,190,190,190,190,74,107,112542,1
17,7001,7000,134,107,110,107,1486,1486,1486,745197,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,866842,1
17,7000,7001,108,190,190,190,190,190,190,112543,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,866842,1
17,7001,7000,1486,1486,1486,502,107,1486,1486,844407,1
17,7000,7001,108,190,190,190,190,190,74,112270,1
17,7000,7001,190,190,1486,830,190,300,1254,81676,0
17,7000,7001,190,190,190,190,190,190,74,112352,1
17,7001,7000,107,1486,1486,1486,1486,1486,1486,863977,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,865356,1
17,7001,7000,86,107,102,108,108,108,108,64099,0
17,7001,7000,1486,107,1486,1486,1486,1486,1486,863977,1
17,7001,7000,107,107,107,86,86,107,107,57434,0
17,7000,7001,190,190,190,190,190,74,107,112153,1
17,7000,7001,1486,830,190,210,1486,1486,1486,281555,1
17,7000,7001,190,190,190,190,74,107,190,112352,1
17,7001,7000,102,108,108,108,108,110,107,64378,0
17,7001,7000,186,107,94,107,154,86,341,756430,1
17,7000,7001,190,190,190,190,190,74,107,112278,1
17,7000,7001,190,190,190,74,107,190,190,112162,1
17,7001,7000,102,107,108,108,109,109,111,70240,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,863870,1
17,7000,7001,74,190,190,190,190,190,190,112046,1
17,7000,7001,108,94,94,94,94,94,190,111600,1
17,7000,7001,190,190,190,190,190,190,190,112328,1
17,7000,7001,190,190,190,190,74,107,190,112162,1
17,7000,7001,108,190,190,190,190,190,74,111901,1
17,7000,7001,108,190,190,190,190,190,190,112006,1
17,7000,7001,108,190,190,190,190,190,190,111890,1
17,7000,7001,190,190,190,190,190,190,74,111381,1
17,7001,7000,1486,107,1486,1486,1486,1486,1486,861005,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,862384,1
17,7000,7001,190,190,190,190,190,74,107,111972,1
17,7000,7001,190,190,74,107,190,190,190,112159,1
17,7000,7001,74,107,190,190,190,190,190,738232,1
17,7000,7001,178,178,262,286,286,178,178,77785,0
17,7000,7001,190,190,190,74,107,190,190,111972,1
17,7001,7000,126,107,126,107,126,107,1486,777874,1
17,7000,7001,190,190,190,190,190,190,74,111782,1
17,7000,7001,190,190,190,74,107,190,190,111782,1
17,7000,7001,190,1350,190,390,190,190,1486,379944,1
17,7000,7001,108,190,190,190,190,190,190,111700,1
17,7001,7000,86,510,107,86,107,86,107,58501,0
17,7000,7001,108,190,190,190,190,190,190,111783,1
17,7001,7000,86,107,510,107,86,107,86,58465,0
17,7000,7001,74,107,190,190,190,190,190,111393,1
17,7000,7001,74,107,190,190,190,190,190,111393,1
17,7000,7001,108,74,107,190,74,107,190,737770,1
17,7000,7001,178,190,190,190,190,190,286,65109,0
17,7000,7001,190,190,190,190,190,74,107,111393,1
17,7002,7000,86,86,102,102,86,86,102,55342,0
17,7000,7001,108,74,107,190,190,190,190,110922,1
17,7000,7001,190,190,190,190,190,190,74,111402,1
17,7001,7000,134,107,107,110,107,1486,1486,757883,1
17,7000,7001,286,178,108,107,107,107,107,431777,1
17,7001,7000,86,365,510,107,134,107,110,862134,1
17,7000,7001,108,190,190,190,190,190,190,111121,1
17,7000,7001,190,190,190,190,190,190,190,111004,1
17,7000,7001,108,74,107,190,190,190,190,110729,1
17,7001,7000,134,107,110,107,1486,1486,1486,828103,1
17,7001,7000,86,107,86,107,102,108,107,56928,0
17,7000,7001,190,190,208,190,1486,1486,830,717417,1
17,7001,7000,134,107,110,107,1486,1486,1486,836863,1
17,7001,7000,126,107,1486,1486,1486,1486,1486,838786,1
17,7000,7001,74,190,190,190,190,190,190,111096,1
17,7001,7000,102,107,108,108,108,108,110,69149,0
17,7001,7000,134,107,110,107,1486,1486,1486,854729,1
17,7000,7001,108,286,178,108,107,107,107,63969,0
17,7000,7001,190,190,190,190,190,190,74,111013,1
17,7000,7001,108,190,190,190,190,190,74,111130,1
17,7000,7001,190,190,190,190,190,74,107,111212,1
17,7000,7001,108,190,190,190,190,190,74,111130,1
17,7001,7000,86,107,86,107,86,107,102,62793,0
17,7000,7001,108,190,190,190,190,190,74,110940,1
17,7000,7001,190,190,190,190,190,74,107,111022,1
17,7001,7000,90,107,1486,1486,1486,1486,1486,765414,1
17,7001,7000,90,107,1486,1486,1486,1486,1486,765414,1
17,7001,7000,86,510,107,86,107,86,107,58094,0
17,7001,7000,102,108,108,108,108,110,107,67971,0
17,7001,7000,510,107,102,108,107,86,107,63415,0
17,7000,7001,108,74,107,190,190,190,190,110542,1
17,7000,7001,108,107,107,107,107,107,107,63456,0
17,7000,7001,190,190,190,190,190,190,74,111105,1
17,7001,7000,126,107,126,107,1078,107,106,773928,1
17,7001,7000,86,510,107,86,107,86,107,58581,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,858016,1
17,7001,7000,86,107,86,107,86,107,86,56700,0
17,7000,7001,108,190,190,190,190,190,74,110659,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,855634,1
17,7000,7001,108,190,190,190,190,190,74,110750,1
17,7001,7000,1486,1486,1486,1486,1486,358,107,808501,1
17,7000,7001,108,108,74,74,107,107,190,110558,1
17,7000,7001,118,107,86,74,107,190,1486,777048,1
17,7000,7001,190,190,190,190,190,190,74,110832,1
17,7001,7000,102,107,108,108,108,108,108,63618,0
17,7000,7001,190,190,190,190,190,190,190,110832,1
17,7000,7001,108,74,107,190,190,190,190,737209,1
17,7000,7001,108,190,190,190,190,190,74,110750,1
17,7001,7000,110,107,110,107,126,107,1486,709293,1
17,7001,7000,102,108,108,108,108,108,108,63108,0
17,7001,7000,134,107,110,107,1486,1486,1486,850634,1
17,7001,7000,102,107,108,108,108,108,108,67584,0
17,7000,7001,190,190,178,107,107,107,107,65801,0
17,7000,7001,1486,1486,1462,262,190,107,1486,73796,0
17,7001,7000,134,107,110,107,1486,1486,1486,859142,1
17,7000,7001,108,74,107,190,190,190,190,110361,1
17,7000,7001,86,74,107,198,198,198,1478,850487,1
17,7000,7001,190,190,190,190,190,74,107,110559,1
17,7000,7001,108,94,94,108,107,107,107,63217,0
17,7000,7001,108,190,190,190,190,190,190,110560,1
17,7001,7000,86,107,86,107,134,107,110,621126,1
17,7001,7000,86,365,510,107,102,108,108,192062,1
17,7000,7001,190,190,190,190,190,74,107,110560,1
17,7001,7000,86,107,107,86,107,86,107,441035,1
17,7000,7001,190,190,190,190,190,190,74,110452,1
17,7000,7001,94,107,107,107,107,107,190,605877,1
17,7000,7001,190,190,190,74,107,190,190,110253,1
17,7000,7001,108,190,190,190,190,190,1486,816910,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,859324,1
17,7000,7001,108,286,178,108,107,107,107,64804,0
17,7000,7001,108,190,190,190,190,190,190,110287,1
17,7000,7001,74,190,190,190,190,190,74,110336,1
17,7000,7001,108,190,190,190,190,190,190,110180,1
17,7001,7000,134,107,110,107,1486,1486,1486,856171,1
17,7001,7000,102,107,108,108,108,108,108,67661,0
17,7000,7001,74,107,190,190,190,190,190,109864,1
17,7001,7000,86,365,510,107,86,107,102,62327,0
17,7001,7000,134,107,110,107,1486,1486,1486,814456,1
17,7000,7001,108,108,190,190,190,190,190,110098,1
17,7000,7001,86,74,107,190,94,107,1486,690879,1
17,7001,7000,134,107,110,107,1486,1486,1486,855624,1
17,7000,7001,108,108,74,74,107,107,190,109988,1
17,7000,7001,108,190,190,190,190,190,74,110097,1
17,7001,7000,86,107,107,86,107,107,86,58153,0
17,7000,7001,102,102,102,102,108,107,190,215879,1
17,7001,7000,102,107,108,108,108,108,108,67033,0
17,7001,7000,86,107,86,107,86,107,86,64377,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,844733,1
17,7001,7000,134,107,110,107,1486,1486,1486,842835,1
17,7001,7000,86,107,107,86,107,86,107,824157,1
17,7001,7000,102,107,108,108,108,108,108,63194,0
17,7000,7001,108,74,107,190,190,190,190,109791,1
17,7001,7000,86,365,510,107,134,107,110,846856,1
17,7000,7001,108,190,190,190,190,190,190,109990,1
17,7000,7001,108,74,107,190,190,190,190,736449,1
17,7000,7001,108,74,107,190,74,107,190,755066,1
17,7000,7001,70,70,190,190,190,190,190,109832,1
17,7000,7001,102,102,294,102,102,108,107,279587,1
17,7000,7001,108,74,107,190,190,190,190,109601,1
17,7000,7001,108,190,190,190,190,190,190,109601,1
17,7000,7001,108,190,190,190,190,190,74,109800,1
17,7001,7000,86,107,86,107,102,108,108,61910,0
17,7000,7001,286,178,108,107,107,107,107,69221,0
17,7000,7001,108,190,190,190,190,190,74,109800,1
17,7000,7001,108,190,190,190,190,190,190,109800,1
17,7000,7001,190,190,190,190,190,74,107,109998,1
17,7000,7001,108,74,107,190,190,190,190,109601,1
17,7000,7001,74,107,190,190,190,190,190,736341,1
17,7000,7001,74,107,190,1486,1486,1486,1486,585037,1
17,7001,7000,86,107,86,107,1486,1486,1486,840912,1
17,7000,7001,190,190,190,190,190,190,190,109683,1
17,7000,7001,108,190,190,190,190,190,190,109610,1
17,7000,7001,108,190,190,190,190,190,74,109610,1
17,7000,7001,74,107,190,190,190,190,190,109493,1
17,7000,7001,108,74,107,190,1486,1486,1486,836053,1
17,7001,7000,86,107,86,107,86,107,86,59136,0
17,7000,7001,190,190,190,190,190,190,190,109494,1
17,7000,7001,74,107,190,190,190,190,74,736151,1
17,7000,7001,190,190,190,190,190,190,74,109692,1
17,7001,7000,126,107,126,107,1486,1486,1486,785194,1
17,7000,7001,190,190,190,190,190,190,74,109692,1
17,7000,7001,190,190,190,190,190,74,107,109692,1
17,7001,7000,86,365,510,107,86,107,102,389722,1
17,7000,7001,108,190,190,190,190,190,74,109420,1
17,7000,7001,108,190,210,190,1486,1486,1486,833513,1
17,7000,7001,108,190,190,190,190,190,190,109420,1
17,7000,7001,108,190,190,190,190,190,190,109420,1
17,7000,7001,190,190,190,190,190,190,74,109502,1
17,7000,7001,108,74,107,190,190,190,190,735879,1
17,7000,7001,108,74,107,190,190,190,190,736078,1
17,7000,7001,108,190,190,190,190,190,74,109420,1
17,7000,7001,108,74,107,190,74,107,190,735680,1
17,7001,7000,134,107,107,110,107,1486,1486,783006,1
17,7000,7001,86,74,107,190,1486,830,190,842457,1
17,7000,7001,108,190,190,190,190,190,74,109230,1
17,7000,7001,108,190,190,190,190,190,74,109230,1
17,7000,7001,86,74,107,190,1486,830,190,776070,1
17,7000,7001,108,108,107,107,107,107,107,62612,0
17,7000,7001,108,190,190,190,190,190,190,109230,1
17,7001,7000,86,107,107,86,107,86,107,56935,0
17,7000,7001,286,178,108,107,107,107,107,65983,0
17,7000,7001,190,190,190,190,190,190,74,109312,1
17,7000,7001,108,190,190,190,190,190,74,109230,1
17,7000,7001,108,74,107,190,190,190,190,108476,1
17,7000,7001,108,190,190,190,190,190,190,109040,1
17,7000,7001,108,190,190,190,74,107,190,109040,1
17,7000,7001,108,102,102,102,102,102,102,234788,1
17,7001,7000,286,107,286,107,286,107,286,794199,1
17,7001,7000,107,108,108,110,108,112,110,66321,0
17,7000,7001,108,190,190,190,107,190,190,109156,1
17,7000,7001,190,190,190,190,190,190,190,109226,1
17,7001,7000,86,107,86,107,86,107,86,55733,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,840094,1
17,7001,7000,86,510,107,86,107,86,107,56665,0
17,7001,7000,102,107,102,107,126,107,102,776389,1
17,7000,7001,74,107,190,74,107,190,190,735382,1
17,7000,7001,108,190,190,190,190,190,190,109239,1
17,7001,7000,86,365,510,107,102,108,108,389537,1
17,7000,7001,108,190,190,190,190,190,74,108841,1
17,7000,7001,190,190,190,74,107,190,190,108932,1
17,7000,7001,108,190,190,190,190,190,74,108850,1
17,7000,7001,108,190,190,190,74,107,190,108651,1
17,7001,7000,86,107,86,107,86,107,86,57605,0
17,7001,7000,86,365,510,107,102,108,108,611870,1
17,7001,7000,134,107,110,107,1486,1486,1486,842254,1
17,7000,7001,74,107,190,190,190,190,190,108733,1
17,7001,7000,86,86,357,357,510,510,107,62794,0
17,7000,7001,190,190,190,190,190,74,107,108932,1
17,7001,7000,134,107,110,107,1486,1486,1486,693546,1
17,7000,7001,108,190,190,190,74,107,190,108850,1
17,7001,7000,110,107,107,110,107,366,108,621222,1
17,7000,7001,178,190,190,286,178,178,178,66769,0
17,7000,7001,94,190,94,94,107,94,1486,621518,1
17,7000,7001,74,190,190,190,190,190,190,108626,1
17,7000,7001,190,190,190,190,190,190,190,108543,1
17,7000,7001,190,190,190,190,190,190,190,108742,1
17,7001,7000,190,107,86,107,510,107,86,57772,0
17,7000,7001,108,190,190,190,190,190,74,108660,1
17,7000,7001,190,190,190,190,190,74,107,108552,1
17,7000,7001,190,190,190,190,190,74,107,108552,1
17,7000,7001,190,190,190,190,190,74,107,108552,1
17,7000,7001,108,190,190,190,190,190,190,108470,1
17,7001,7000,86,107,107,86,107,86,107,58463,0
17,7001,7000,86,107,86,107,86,107,86,221117,1
17,7001,7000,86,107,86,107,86,107,86,55412,0
17,7000,7001,190,190,190,190,190,74,107,108552,1
17,7000,7001,108,74,107,190,190,190,190,108271,1
17,7001,7000,86,510,107,86,107,86,107,57727,0
17,7001,7000,102,108,108,108,108,108,108,61920,0
17,7000,7001,190,190,190,190,190,74,107,108470,1
17,7001,7000,86,107,107,86,107,86,107,55412,0
17,7001,7000,126,107,1486,1486,1486,1486,1486,734006,1
17,7001,7000,70,86,365,510,107,102,108,61983,0
17,7000,7001,108,107,107,107,107,107,107,61958,0
17,7000,7001,1486,1486,366,1486,830,1486,830,838678,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,834150,1
17,7001,7000,286,107,286,107,286,107,286,579875,1
17,7000,7001,190,190,190,190,190,190,74,108362,1
17,7000,7001,190,190,190,190,190,190,74,108362,1
17,7001,7000,134,107,110,107,1486,1486,1486,835766,1
17,7001,7000,86,107,86,107,86,107,86,59726,0
17,7000,7001,108,190,190,190,190,190,190,108280,1
17,7000,7001,108,74,107,190,190,190,190,734762,1
17,7000,7001,108,74,107,190,190,190,190,734540,1
17,7000,7001,108,190,190,190,190,190,74,107800,1
17,7000,7001,108,190,190,190,190,190,190,114803,1
17,7001,7000,86,365,510,107,134,107,110,839737,1
17,7001,7000,134,107,110,107,1486,1486,1486,698881,1
17,7000,7001,190,190,190,190,190,74,107,108172,1
17,7000,7001,1486,107,1486,1486,1486,1486,1486,605080,1
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,845854,1
17,7001,7000,102,107,107,94,107,102,107,305542,1
17,7000,7001,108,1486,1486,1486,1486,1486,1486,845102,1
17,7001,7000,134,107,110,107,1486,1486,1486,789703,1
17,7000,7001,108,190,190,190,190,190,190,107891,1
17,7000,7001,108,190,190,190,74,107,190,107698,1
17,7000,7001,108,190,190,190,190,190,190,108399,1
17,7001,7000,86,365,510,107,102,108,108,389067,1
17,7000,7001,108,1486,1486,1486,1486,1486,1486,845102,1
17,7001,7000,102,107,108,108,108,108,108,62120,0
17,7001,7000,86,107,86,107,86,107,86,58435,0
17,7000,7001,74,107,190,190,190,190,190,107584,1
17,7001,7000,286,107,286,107,286,107,286,824865,1
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,844994,1
17,7000,7001,190,190,190,190,190,74,107,107982,1
17,7001,7000,86,107,107,134,107,110,107,812019,1
17,7000,7001,190,190,190,190,190,190,74,107961,1
17,7001,7000,86,107,86,107,102,108,108,95755,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,844994,1
17,7000,7001,108,190,190,190,190,190,190,107900,1
17,7001,7000,134,107,110,107,1486,1486,1486,680476,1
17,7000,7001,190,190,190,74,107,190,190,107982,1
17,7000,7001,108,74,107,190,190,190,190,719584,1
17,7000,7001,108,74,107,190,190,190,190,734160,1
17,7001,7000,126,107,1486,1486,1486,1486,1486,787517,1
17,7001,7000,86,107,86,107,86,107,86,55916,0
17,7000,7001,190,190,190,74,107,190,190,107792,1
17,7000,7001,190,190,190,190,190,190,190,107709,1
17,7001,7000,134,107,110,107,1486,1486,192,779611,1
17,7000,7001,190,1486,1486,1486,1486,1486,1486,840021,1
17,7000,7001,108,190,190,190,190,190,190,107511,1
17,7000,7001,107,107,107,107,107,107,107,61492,0
17,7000,7001,108,74,107,190,190,190,190,107710,1
17,7000,7001,190,190,190,190,286,178,178,89986,0
17,7000,7001,86,190,830,190,206,1486,830,825338,1
17,7000,7001,108,107,107,107,107,107,107,61890,0
17,7000,7001,108,190,190,190,74,107,190,106421,1
17,7000,7001,190,190,190,74,107,190,190,107486,1
17,7000,7001,108,74,107,190,190,190,74,733800,1
17,7001,7000,86,107,86,107,86,107,86,62157,0
17,7000,7001,190,190,190,190,190,190,74,107602,1
17,7000,7001,108,190,190,190,190,190,74,107520,1
17,7000,7001,108,108,107,107,107,107,107,61603,0
17,7001,7000,126,107,86,107,102,107,1486,687806,1
17,7000,7001,190,190,190,190,190,74,107,107602,1
17,7001,7000,134,107,110,107,1486,1486,1486,392159,1
17,7000,7001,108,190,190,190,190,190,190,107330,1
17,7000,7001,190,771,190,1486,1486,1486,1486,828800,1
17,7001,7000,86,107,134,107,110,107,1486,768011,1
17,7000,7001,190,190,190,190,190,190,190,107412,1
17,7000,7001,108,107,107,107,107,107,107,61758,0
17,7000,7001,74,107,190,190,190,190,190,107213,1
17,7001,7000,86,365,510,107,102,108,108,388719,1
17,7000,7001,190,190,190,190,190,190,190,107412,1
17,7000,7001,74,107,190,190,190,190,190,107213,1
17,7001,7000,126,107,107,1486,1486,1486,1486,748472,1
17,7000,7001,190,190,190,74,107,190,190,107412,1
17,7000,7001,190,190,190,74,107,190,190,107412,1
17,7000,7001,190,190,190,190,190,190,74,107412,1
17,7000,7001,108,190,190,190,190,190,74,106941,1
17,7001,7000,126,107,1486,1486,1486,1486,1486,750938,1
17,7001,7000,86,107,86,107,86,107,86,55884,0
17,7001,7000,107,1486,1486,1486,86,107,86,746338,1
17,7000,7001,190,190,190,190,190,190,74,106984,1
17,7000,7001,74,107,190,190,190,190,190,107023,1
17,7000,7001,190,190,190,190,190,74,107,107222,1
17,7000,7001,190,190,190,190,190,74,107,107222,1
17,7000,7001,108,190,190,190,190,190,190,106941,1
17,7001,7000,86,365,510,107,102,108,108,388622,1
17,7001,7000,86,107,510,107,107,86,510,56387,0
17,7000,7001,74,107,190,190,190,190,190,106660,1
17,7001,7000,102,107,94,107,102,107,94,297386,1
17,7001,7000,134,107,110,107,1486,1486,1486,761744,1
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,837464,1
17,7000,7001,108,74,107,190,190,190,190,106552,1
17,7000,7001,108,74,107,190,190,190,190,165975,1
17,7000,7001,108,190,190,190,190,190,190,823810,1
17,7001,7000,134,107,110,107,1486,1486,1486,650481,1
17,7001,7000,86,365,510,107,102,108,108,395808,1
17,7001,7000,134,107,110,107,1486,1486,1486,831482,1
17,7001,7000,86,341,510,107,102,107,86,57102,0
17,7001,7000,86,107,86,107,86,107,90,733271,1
17,7000,7001,108,70,70,70,70,70,70,61440,0
17,7000,7001,108,190,190,190,190,190,190,106950,1
17,7000,7001,108,190,190,190,190,190,74,107033,1
17,7001,7000,86,107,510,107,86,107,86,56552,0
17,7000,7001,190,190,190,190,190,190,190,107032,1
17,7000,7001,94,107,86,74,107,190,1486,102026,1
17,7001,7000,438,108,108,107,134,107,110,823709,1
17,7000,7001,108,190,190,190,190,190,74,106760,1
17,7000,7001,190,190,190,190,190,190,190,362966,1
17,7000,7001,108,190,190,190,190,190,74,106760,1
17,7001,7000,110,108,108,108,108,108,107,60893,0
17,7000,7001,108,190,190,190,190,190,190,106561,1
17,7001,7000,86,107,102,108,108,108,108,60963,0
17,7000,7001,94,107,1486,1486,1486,1486,1486,600676,1
17,7001,7000,190,107,86,510,107,86,107,57252,0
17,7001,7000,86,107,86,107,86,107,86,55318,0
17,7000,7001,190,74,107,190,190,190,190,702197,1
17,7000,7001,108,190,190,190,190,190,74,106760,1
17,7000,7001,286,178,190,262,286,190,108,98505,0
17,7000,7001,108,74,107,190,190,190,190,106478,1
17,7000,7001,108,190,190,190,190,190,190,106760,1
17,7000,7001,108,190,190,190,74,107,190,106760,1
17,7000,7001,78,70,70,70,70,70,70,74882,0
17,7000,7001,108,190,190,190,190,190,74,106570,1
17,7000,7001,86,74,107,94,190,107,190,646109,1
17,7001,7000,134,107,110,107,1486,1486,1486,745015,1
17,7001,7000,134,107,110,107,1486,1486,1486,814823,1
17,7000,7001,190,190,190,190,190,74,107,106652,1
17,7000,7001,190,190,190,190,190,190,190,708868,1
17,7000,7001,108,190,190,190,190,190,74,106488,1
17,7000,7001,74,107,190,190,190,190,190,720151,1
17,7001,7000,102,107,94,107,102,107,94,553756,1
17,7000,7001,190,190,190,190,190,190,190,106462,1
17,7001,7000,1486,107,1486,1486,1486,1486,1486,819570,1
17,7000,7001,74,107,190,190,190,190,190,106070,1
17,7001,7000,86,365,510,107,102,70,108,82696,0
17,7001,7000,134,107,107,110,107,1486,1486,798572,1
17,7000,7001,190,190,190,108,107,107,107,76875,0
17,7000,7001,190,190,190,190,190,190,190,87278,0
17,7000,7001,190,190,190,190,190,74,107,106462,1
17,7000,7001,108,190,190,190,190,190,74,106380,1
17,7000,7001,190,190,190,74,107,190,190,106462,1
17,7001,7000,86,107,107,86,107,86,107,59956,0
17,7000,7001,74,107,190,107,1486,1486,1486,594055,1
17,7000,7001,286,108,107,107,107,107,107,63544,0
17,7000,7001,86,74,107,190,190,190,190,106159,1
17,7000,7001,108,190,190,190,190,190,74,105710,1
17,7000,7001,190,190,190,107,190,190,94,772875,1
17,7000,7001,108,74,107,190,190,190,190,105792,1
17,7001,7000,134,107,107,110,107,1486,1486,823056,1
17,7001,7000,86,107,86,107,86,107,86,56882,0
17,7000,7001,190,190,190,190,107,190,190,106388,1
17,7000,7001,108,190,190,190,190,190,190,106190,1
17,7001,7000,134,107,110,107,1486,1486,1486,824975,1
17,7000,7001,108,190,190,870,190,190,190,69166,0
17,7000,7001,108,190,190,190,190,190,190,105991,1
17,7000,7001,190,190,190,190,190,74,107,106272,1
17,7000,7001,190,190,190,190,190,74,107,106587,1
17,7001,7000,86,107,86,107,86,107,86,54636,0
17,7000,7001,108,190,190,190,190,190,190,106389,1
17,7000,7001,94,107,107,190,86,107,1486,69677,0
17,7001,7000,134,107,110,107,1486,1486,1486,816132,1
17,7000,7001,108,190,190,190,74,107,190,106190,1
17,7000,7001,190,190,190,190,74,107,190,105681,1
17,7000,7001,190,190,190,190,190,74,107,106272,1
17,7001,7000,134,107,110,107,1486,1486,1486,822949,1
17,7001,7000,134,107,110,107,1486,1486,1486,823276,1
17,7001,7000,438,108,108,107,134,107,110,817711,1
17,7000,7001,108,108,109,111,113,115,117,61050,0
17,7000,7001,190,190,190,190,190,190,74,106082,1
